seed,method,missing_groups,metric,value
2,b2,5,crc_positive_coverage,1
2,b2,6,crc_positive_coverage,1
2,b2,0,crcmask_calib_bound,nan
2,b2,1,crcmask_calib_bound,9.99779
2,b2,2,crcmask_calib_bound,9.94802
2,b2,3,crcmask_calib_bound,9.99779
2,b2,4,crcmask_calib_bound,9.91761
2,b2,5,crcmask_calib_bound,9.92867
2,b2,6,crcmask_calib_bound,9.85401
2,b2,0,crcmask_eval_joint_risk,nan
2,b2,1,crcmask_eval_joint_risk,2.89574
2,b2,2,crcmask_eval_joint_risk,3.26419
2,b2,3,crcmask_eval_joint_risk,3.37336
2,b2,4,crcmask_eval_joint_risk,3.71998
2,b2,5,crcmask_eval_joint_risk,4.25764
2,b2,6,crcmask_eval_joint_risk,5.44214
2,b2,0,crcmask_coverage,nan
2,b2,1,crcmask_coverage,63.8783
2,b2,2,crcmask_coverage,61.4629
2,b2,3,crcmask_coverage,53.4416
2,b2,4,crcmask_coverage,48.1468
2,b2,5,crcmask_coverage,33.3379
2,b2,6,crcmask_coverage,22.4536
2,b2,0,crcmask_sel_risk,nan
2,b2,1,crcmask_sel_risk,4.53322
2,b2,2,crcmask_sel_risk,5.31083
2,b2,3,crcmask_sel_risk,6.31224
2,b2,4,crcmask_sel_risk,7.72632
2,b2,5,crcmask_sel_risk,12.7712
2,b2,6,crcmask_sel_risk,24.2373
2,b2,0,crcmask_feasible,nan
2,b2,1,crcmask_feasible,1
2,b2,2,crcmask_feasible,1
2,b2,3,crcmask_feasible,1
2,b2,4,crcmask_feasible,1
2,b2,5,crcmask_feasible,1
2,b2,6,crcmask_feasible,1
2,b2,0,crcmask_units,nan
2,b2,1,crcmask_units,32
2,b2,2,crcmask_units,32
2,b2,3,crcmask_units,32
2,b2,4,crcmask_units,32
2,b2,5,crcmask_units,32
2,b2,6,crcmask_units,32
2,b2,0,crcmask_alpha_floor,nan
2,b2,1,crcmask_alpha_floor,3.0303
2,b2,2,crcmask_alpha_floor,3.0303
2,b2,3,crcmask_alpha_floor,3.0303
2,b2,4,crcmask_alpha_floor,3.0303
2,b2,5,crcmask_alpha_floor,3.0303
2,b2,6,crcmask_alpha_floor,3.0303
2,b2,0,crcmask_positive_coverage,nan
2,b2,1,crcmask_positive_coverage,1
2,b2,2,crcmask_positive_coverage,1
2,b2,3,crcmask_positive_coverage,1
2,b2,4,crcmask_positive_coverage,1
2,b2,5,crcmask_positive_coverage,1
2,b2,6,crcmask_positive_coverage,1
2,b2,0,temperature,1.30668
2,b2,1,temperature,1.25661
2,b2,2,temperature,1.2335
2,b2,3,temperature,1.21748
2,b2,4,temperature,1.28808
2,b2,5,temperature,1.40006
2,b2,6,temperature,1.56985
2,b2,0,plugin_neff,24
2,b2,1,plugin_neff,21
2,b2,2,plugin_neff,22
2,b2,3,plugin_neff,11
2,b2,4,plugin_neff,11
2,b2,5,plugin_neff,10
2,b2,6,plugin_neff,3
2,b2,0,plugin_icc,0.254602
2,b2,1,plugin_icc,0.28143
2,b2,2,plugin_icc,0.266407
2,b2,3,plugin_icc,0.227663
2,b2,4,plugin_icc,0.175332
2,b2,5,plugin_icc,0.146782
2,b2,6,plugin_icc,0.114443
2,b2,0,plugin_eff_target,3.91608
2,b2,1,plugin_eff_target,3.41267
2,b2,2,plugin_eff_target,3.53124
2,b2,3,plugin_eff_target,1.10199
2,b2,4,plugin_eff_target,1.0561
2,b2,5,plugin_eff_target,0.648233
2,b2,6,plugin_eff_target,0
2,b2,0,plugin_positive_coverage,1
2,b2,1,plugin_positive_coverage,1
2,b2,2,plugin_positive_coverage,1
2,b2,3,plugin_positive_coverage,1
2,b2,4,plugin_positive_coverage,1
2,b2,5,plugin_positive_coverage,1
2,b2,6,plugin_positive_coverage,0
2,b2,0,plugin_degenerate,0
2,b2,1,plugin_degenerate,0
2,b2,2,plugin_degenerate,0
2,b2,3,plugin_degenerate,0
2,b2,4,plugin_degenerate,0
2,b2,5,plugin_degenerate,0
2,b2,6,plugin_degenerate,1
2,b2,0,mask_acc_worst,85.0655
2,b2,1,mask_acc_worst,82.7948
2,b2,2,mask_acc_worst,80.4367
2,b2,3,mask_acc_worst,67.8603
2,b2,4,mask_acc_worst,53.1878
2,b2,5,mask_acc_worst,56.5066
2,b2,6,mask_acc_worst,36.5939
2,b2,0,mask_acc_median,85.0655
2,b2,1,mask_acc_median,84.0175
2,b2,2,mask_acc_median,82.9258
2,b2,3,mask_acc_median,80.5677
2,b2,4,mask_acc_median,76.5066
2,b2,5,mask_acc_median,68.4279
2,b2,6,mask_acc_median,48.2969
2,b2,0,mask_acc_p05,85.0655
2,b2,1,mask_acc_p05,82.7948
2,b2,2,mask_acc_p05,80.524
2,b2,3,mask_acc_p05,71.179
2,b2,4,mask_acc_p05,59.8341
2,b2,5,mask_acc_p05,60.1441
2,b2,6,mask_acc_p05,38.2751
2,b2,0,mask_cov_worst,61.8341
2,b2,1,mask_cov_worst,51.3537
2,b2,2,mask_cov_worst,42.0087
2,b2,3,mask_cov_worst,33.9738
2,b2,4,mask_cov_worst,24.4541
2,b2,5,mask_cov_worst,16.7686
2,b2,6,mask_cov_worst,4.62882
2,b2,0,mask_sel_risk_worst,2.54237
2,b2,1,mask_sel_risk_worst,4.69208
2,b2,2,mask_sel_risk_worst,6.04651
2,b2,3,mask_sel_risk_worst,9.5122
2,b2,4,mask_sel_risk_worst,19.5609
2,b2,5,mask_sel_risk_worst,15.2941
2,b2,6,mask_sel_risk_worst,81.6
2,b2,0,mask_sel_risk_median,2.54237
2,b2,1,mask_sel_risk_median,3.30827
2,b2,2,mask_sel_risk_median,4.29553
2,b2,3,mask_sel_risk_median,4.71381
2,b2,4,mask_sel_risk_median,6.62462
2,b2,5,mask_sel_risk_median,8.2573
2,b2,6,mask_sel_risk_median,21.956
2,b2,0,cls_cov_min,21.0526
2,b2,1,cls_cov_min,21.875
2,b2,2,cls_cov_min,20.2303
2,b2,3,cls_cov_min,10.9375
2,b2,4,cls_cov_min,7.03125
2,b2,5,cls_cov_min,1.5625
2,b2,6,cls_cov_min,0
2,b2,0,cls_cov_macro,60.2212
2,b2,1,cls_cov_macro,57.619
2,b2,2,cls_cov_macro,53.9916
2,b2,3,cls_cov_macro,44.4519
2,b2,4,cls_cov_macro,39.3484
2,b2,5,cls_cov_macro,27.9432
2,b2,6,cls_cov_macro,18.5389
2,b2,0,cls_zero_cov_n,0
2,b2,1,cls_zero_cov_n,0
2,b2,2,cls_zero_cov_n,0
2,b2,3,cls_zero_cov_n,0
2,b2,4,cls_zero_cov_n,0
2,b2,5,cls_zero_cov_n,0
2,b2,6,cls_zero_cov_n,1
2,b2,0,cls_sel_risk_max,50
2,b2,1,cls_sel_risk_max,53.0075
2,b2,2,cls_sel_risk_max,65.8537
2,b2,3,cls_sel_risk_max,68.0751
2,b2,4,cls_sel_risk_max,60.1036
2,b2,5,cls_sel_risk_max,66.9811
2,b2,6,cls_sel_risk_max,87.5817
2,b2,0,cls_sel_risk_macro,7.65348
2,b2,1,cls_sel_risk_macro,8.84778
2,b2,2,cls_sel_risk_macro,10.9947
2,b2,3,cls_sel_risk_macro,15.1364
2,b2,4,cls_sel_risk_macro,18.8972
2,b2,5,cls_sel_risk_macro,18.2508
2,b2,6,cls_sel_risk_macro,31.1303
2,b2,0,plugin_threshold,0.999391
2,b2,1,plugin_threshold,0.999179
2,b2,2,plugin_threshold,0.998707
2,b2,3,plugin_threshold,0.998295
2,b2,4,plugin_threshold,0.995743
2,b2,5,plugin_threshold,0.989877
2,b2,6,plugin_threshold,inf
2,b2,0,crc_threshold,0.808673
2,b2,1,crc_threshold,0.800843
2,b2,2,crc_threshold,0.78766
2,b2,3,crc_threshold,0.787618
2,b2,4,crc_threshold,0.743321
2,b2,5,crc_threshold,0.718221
2,b2,6,crc_threshold,0.671337
2,b2m,0,acc,86.7249
2,b2m,1,acc,85.5377
2,b2m,2,acc,84.0639
2,b2m,3,acc,80.6905
2,b2m,4,acc,78.1687
2,b2m,5,acc,74.0475
2,b2m,6,acc,59.4978
2,b2m,0,aurc,3.41511
2,b2m,1,aurc,4.04519
2,b2m,2,aurc,4.53496
2,b2m,3,aurc,6.37462
2,b2m,4,aurc,8.12125
2,b2m,5,aurc,11.2045
2,b2m,6,aurc,24.5806
2,b2m,0,augrc,2.55274
2,b2m,1,augrc,2.95615
2,b2m,2,augrc,3.41308
2,b2m,3,augrc,4.65005
2,b2m,4,augrc,5.80349
2,b2m,5,augrc,7.73705
2,b2m,6,augrc,15.2758
2,b2m,0,auroc,85.531
2,b2m,1,auroc,84.5642
2,b2m,2,auroc,84.0042
2,b2m,3,auroc,82.1227
2,b2m,4,auroc,79.9586
2,b2m,5,auroc,77.265
2,b2m,6,auroc,70.6489
2,b2m,0,plugin_coverage,19.738
2,b2m,1,plugin_coverage,15.3166
2,b2m,2,plugin_coverage,14.3122
2,b2m,3,plugin_coverage,6.58843
2,b2m,4,plugin_coverage,4.61517
2,b2m,5,plugin_coverage,1.88046
2,b2m,6,plugin_coverage,0
2,b2m,0,plugin_cond_risk,0.884956
2,b2m,1,plugin_cond_risk,1.42552
2,b2m,2,plugin_cond_risk,0.667429
2,b2m,3,plugin_cond_risk,0.4971
2,b2m,4,plugin_cond_risk,0.532229
2,b2m,5,plugin_cond_risk,0.725689
2,b2m,6,plugin_cond_risk,nan
2,b2m,0,crc_calib_bound,9.90896
2,b2m,1,crc_calib_bound,9.93076
2,b2m,2,crc_calib_bound,9.77799
2,b2m,3,crc_calib_bound,9.93314
2,b2m,4,crc_calib_bound,9.99155
2,b2m,5,crc_calib_bound,9.99674
2,b2m,6,crc_calib_bound,9.89166
2,b2m,0,crc_eval_joint_risk,2.35618
2,b2m,1,crc_eval_joint_risk,2.53307
2,b2m,2,crc_eval_joint_risk,2.7123
2,b2m,3,crc_eval_joint_risk,2.75391
2,b2m,4,crc_eval_joint_risk,2.79332
2,b2m,5,crc_eval_joint_risk,2.59195
2,b2m,6,crc_eval_joint_risk,3.07952
2,b2m,0,crc_coverage,60.8486
2,b2m,1,crc_coverage,58.0587
2,b2m,2,crc_coverage,54.7161
2,b2m,3,crc_coverage,47.7384
2,b2m,4,crc_coverage,41.8875
2,b2m,5,crc_coverage,31.7118
2,b2m,6,crc_coverage,20.1361
2,b2m,0,crc_sel_risk,3.8722
2,b2m,1,crc_sel_risk,4.36294
2,b2m,2,crc_sel_risk,4.95704
2,b2m,3,crc_sel_risk,5.76876
2,b2m,4,crc_sel_risk,6.66862
2,b2m,5,crc_sel_risk,8.17347
2,b2m,6,crc_sel_risk,15.2936
2,b2m,0,crc_feasible,1
2,b2m,1,crc_feasible,1
2,b2m,2,crc_feasible,1
2,b2m,3,crc_feasible,1
2,b2m,4,crc_feasible,1
2,b2m,5,crc_feasible,1
2,b2m,6,crc_feasible,1
2,b2m,0,crc_units,27
2,b2m,1,crc_units,27
2,b2m,2,crc_units,27
2,b2m,3,crc_units,27
2,b2m,4,crc_units,27
2,b2m,5,crc_units,27
2,b2m,6,crc_units,27
2,b2m,0,crc_positive_coverage,1
2,b2m,1,crc_positive_coverage,1
2,b2m,2,crc_positive_coverage,1
2,b2m,3,crc_positive_coverage,1
2,b2m,4,crc_positive_coverage,1
2,b2m,5,crc_positive_coverage,1
2,b2m,6,crc_positive_coverage,1
2,b2m,0,crcmask_calib_bound,nan
2,b2m,1,crcmask_calib_bound,9.88443
2,b2m,2,crcmask_calib_bound,9.94526
2,b2m,3,crcmask_calib_bound,9.89825
2,b2m,4,crcmask_calib_bound,9.88719
2,b2m,5,crcmask_calib_bound,9.87337
2,b2m,6,crcmask_calib_bound,9.97843
2,b2m,0,crcmask_eval_joint_risk,nan
2,b2m,1,crcmask_eval_joint_risk,2.80568
2,b2m,2,crcmask_eval_joint_risk,3.13592
2,b2m,3,crcmask_eval_joint_risk,3.16594
2,b2m,4,crcmask_eval_joint_risk,3.1059
2,b2m,5,crcmask_eval_joint_risk,3.11408
2,b2m,6,crcmask_eval_joint_risk,3.60808
2,b2m,0,crcmask_coverage,nan
2,b2m,1,crcmask_coverage,67.7183
2,b2m,2,crcmask_coverage,64.6998
2,b2m,3,crcmask_coverage,59.012
2,b2m,4,crcmask_coverage,53.7555
2,b2m,5,crcmask_coverage,40.3139
2,b2m,6,crcmask_coverage,25.9443
2,b2m,0,crcmask_sel_risk,nan
2,b2m,1,crcmask_sel_risk,4.14316
2,b2m,2,crcmask_sel_risk,4.84687
2,b2m,3,crcmask_sel_risk,5.36491
2,b2m,4,crcmask_sel_risk,5.77782
2,b2m,5,crcmask_sel_risk,7.7246
2,b2m,6,crcmask_sel_risk,13.907
2,b2m,0,crcmask_feasible,nan
2,b2m,1,crcmask_feasible,1
2,b2m,2,crcmask_feasible,1
2,b2m,3,crcmask_feasible,1
2,b2m,4,crcmask_feasible,1
2,b2m,5,crcmask_feasible,1
2,b2m,6,crcmask_feasible,1
2,b2m,0,crcmask_units,nan
2,b2m,1,crcmask_units,32
2,b2m,2,crcmask_units,32
2,b2m,3,crcmask_units,32
2,b2m,4,crcmask_units,32
2,b2m,5,crcmask_units,32
2,b2m,6,crcmask_units,32
2,b2m,0,crcmask_alpha_floor,nan
2,b2m,1,crcmask_alpha_floor,3.0303
2,b2m,2,crcmask_alpha_floor,3.0303
2,b2m,3,crcmask_alpha_floor,3.0303
2,b2m,4,crcmask_alpha_floor,3.0303
2,b2m,5,crcmask_alpha_floor,3.0303
2,b2m,6,crcmask_alpha_floor,3.0303
2,b2m,0,crcmask_positive_coverage,nan
2,b2m,1,crcmask_positive_coverage,1
2,b2m,2,crcmask_positive_coverage,1
2,b2m,3,crcmask_positive_coverage,1
2,b2m,4,crcmask_positive_coverage,1
2,b2m,5,crcmask_positive_coverage,1
2,b2m,6,crcmask_positive_coverage,1
2,b2m,0,temperature,1.32926
2,b2m,1,temperature,1.25031
2,b2m,2,temperature,1.1856
2,b2m,3,temperature,1.11381
2,b2m,4,temperature,1.10802
2,b2m,5,temperature,1.11528
2,b2m,6,temperature,1.21628
2,b2m,0,plugin_neff,48
2,b2m,1,plugin_neff,40
2,b2m,2,plugin_neff,37
2,b2m,3,plugin_neff,26
2,b2m,4,plugin_neff,20
2,b2m,5,plugin_neff,14
2,b2m,6,plugin_neff,3
2,b2m,0,plugin_icc,0.256377
2,b2m,1,plugin_icc,0.258082
2,b2m,2,plugin_icc,0.242723
2,b2m,3,plugin_icc,0.214358
2,b2m,4,plugin_icc,0.193065
2,b2m,5,plugin_icc,0.169005
2,b2m,6,plugin_icc,0.140409
2,b2m,0,plugin_eff_target,5.66816
2,b2m,1,plugin_eff_target,5.22671
2,b2m,2,plugin_eff_target,5.06006
2,b2m,3,plugin_eff_target,4.15411
2,b2m,4,plugin_eff_target,3.21754
2,b2m,5,plugin_eff_target,1.96442
2,b2m,6,plugin_eff_target,0
2,b2m,0,plugin_positive_coverage,1
2,b2m,1,plugin_positive_coverage,1
2,b2m,2,plugin_positive_coverage,1
2,b2m,3,plugin_positive_coverage,1
2,b2m,4,plugin_positive_coverage,1
2,b2m,5,plugin_positive_coverage,1
2,b2m,6,plugin_positive_coverage,0
2,b2m,0,plugin_degenerate,0
2,b2m,1,plugin_degenerate,0
2,b2m,2,plugin_degenerate,0
2,b2m,3,plugin_degenerate,0
2,b2m,4,plugin_degenerate,0
2,b2m,5,plugin_degenerate,0
2,b2m,6,plugin_degenerate,1
2,b2m,0,mask_acc_worst,86.7249
2,b2m,1,mask_acc_worst,84.3668
2,b2m,2,mask_acc_worst,81.2227
2,b2m,3,mask_acc_worst,71.7904
2,b2m,4,mask_acc_worst,67.8603
2,b2m,5,mask_acc_worst,65.0655
2,b2m,6,mask_acc_worst,42.9694
2,b2m,0,mask_acc_median,86.7249
2,b2m,1,mask_acc_median,85.7642
2,b2m,2,mask_acc_median,83.9301
2,b2m,3,mask_acc_median,81.3537
2,b2m,4,mask_acc_median,79.1266
2,b2m,5,mask_acc_median,74.6725
2,b2m,6,mask_acc_median,57.1179
2,b2m,0,mask_acc_p05,86.7249
2,b2m,1,mask_acc_p05,84.3668
2,b2m,2,mask_acc_p05,82.3755
2,b2m,3,mask_acc_p05,74.1834
2,b2m,4,mask_acc_p05,73.0699
2,b2m,5,mask_acc_p05,66.4585
2,b2m,6,mask_acc_p05,47.3755
2,b2m,0,mask_cov_worst,64.6288
2,b2m,1,mask_cov_worst,58.69
2,b2m,2,mask_cov_worst,49.345
2,b2m,3,mask_cov_worst,35.1965
2,b2m,4,mask_cov_worst,32.4017
2,b2m,5,mask_cov_worst,27.5109
2,b2m,6,mask_cov_worst,7.51092
2,b2m,0,mask_sel_risk_worst,2.97297
2,b2m,1,mask_sel_risk_worst,4.78261
2,b2m,2,mask_sel_risk_worst,5.98592
2,b2m,3,mask_sel_risk_worst,7.46606
2,b2m,4,mask_sel_risk_worst,11.2782
2,b2m,5,mask_sel_risk_worst,18.9024
2,b2m,6,mask_sel_risk_worst,49.7436
2,b2m,0,mask_sel_risk_median,2.97297
2,b2m,1,mask_sel_risk_median,3.125
2,b2m,2,mask_sel_risk_median,3.96793
2,b2m,3,mask_sel_risk_median,4.8619
2,b2m,4,mask_sel_risk_median,5.82944
2,b2m,5,mask_sel_risk_median,6.80688
2,b2m,6,mask_sel_risk_median,13.5227
2,b2m,0,cls_cov_min,21.0526
2,b2m,1,cls_cov_min,20.3125
2,b2m,2,cls_cov_min,18.8322
2,b2m,3,cls_cov_min,10.9375
2,b2m,4,cls_cov_min,10.1562
2,b2m,5,cls_cov_min,1.5625
2,b2m,6,cls_cov_min,0.78125
2,b2m,0,cls_cov_macro,61.8957
2,b2m,1,cls_cov_macro,58.9147
2,b2m,2,cls_cov_macro,56.4993
2,b2m,3,cls_cov_macro,48.2168
2,b2m,4,cls_cov_macro,43.1478
2,b2m,5,cls_cov_macro,32.6341
2,b2m,6,cls_cov_macro,20.6129
2,b2m,0,cls_zero_cov_n,0
2,b2m,1,cls_zero_cov_n,0
2,b2m,2,cls_zero_cov_n,0
2,b2m,3,cls_zero_cov_n,0
2,b2m,4,cls_zero_cov_n,0
2,b2m,5,cls_zero_cov_n,0
2,b2m,6,cls_zero_cov_n,0
2,b2m,0,cls_sel_risk_max,50
2,b2m,1,cls_sel_risk_max,51.2456
2,b2m,2,cls_sel_risk_max,63.7555
2,b2m,3,cls_sel_risk_max,61.6162
2,b2m,4,cls_sel_risk_max,62.4161
2,b2m,5,cls_sel_risk_max,74.4681
2,b2m,6,cls_sel_risk_max,100
2,b2m,0,cls_sel_risk_macro,7.02048
2,b2m,1,cls_sel_risk_macro,9.15784
2,b2m,2,cls_sel_risk_macro,11.1435
2,b2m,3,cls_sel_risk_macro,13.0113
2,b2m,4,cls_sel_risk_macro,14.3186
2,b2m,5,cls_sel_risk_macro,19.744
2,b2m,6,cls_sel_risk_macro,29.3813
2,b2m,0,plugin_threshold,0.972719
2,b2m,1,plugin_threshold,0.973282
2,b2m,2,plugin_threshold,0.97361
2,b2m,3,plugin_threshold,0.982937
2,b2m,4,plugin_threshold,0.981059
2,b2m,5,plugin_threshold,0.984007
2,b2m,6,plugin_threshold,inf
2,b2m,0,crc_threshold,0.818735
2,b2m,1,crc_threshold,0.812391
2,b2m,2,crc_threshold,0.805995
2,b2m,3,crc_threshold,0.807156
2,b2m,4,crc_threshold,0.775815
2,b2m,5,crc_threshold,0.770727
2,b2m,6,crc_threshold,0.716779
3,proposed,0,acc,83.1588
3,proposed,1,acc,81.46
3,proposed,2,acc,77.7569
3,proposed,3,acc,75.4254
3,proposed,4,acc,69.7399
3,proposed,5,acc,60.8639
3,proposed,6,acc,52.0779
3,proposed,0,aurc,5.26053
3,proposed,1,aurc,6.1502
3,proposed,2,aurc,8.34273
3,proposed,3,aurc,10.0521
3,proposed,4,aurc,13.6504
3,proposed,5,aurc,22.1131
3,proposed,6,aurc,29.8915
3,proposed,0,augrc,3.95267
3,proposed,1,augrc,4.56188
3,proposed,2,augrc,6.05141
3,proposed,3,augrc,7.07509
3,proposed,4,augrc,9.44121
3,proposed,5,augrc,14.1283
3,proposed,6,augrc,18.5995
3,proposed,0,auroc,81.955
3,proposed,1,auroc,81.1807
3,proposed,2,auroc,79.3176
3,proposed,3,auroc,78.1223
3,proposed,4,auroc,76.9593
3,proposed,5,auroc,72.8395
3,proposed,6,auroc,71.4859
3,proposed,0,plugin_coverage,67.9756
3,proposed,1,plugin_coverage,61.9955
3,proposed,2,plugin_coverage,55.5765
3,proposed,3,plugin_coverage,51.6579
3,proposed,4,plugin_coverage,39.0816
3,proposed,5,plugin_coverage,20.6615
3,proposed,6,plugin_coverage,7.94612
3,proposed,0,plugin_cond_risk,7.1887
3,proposed,1,plugin_cond_risk,7.31911
3,proposed,2,plugin_cond_risk,8.3362
3,proposed,3,plugin_cond_risk,9.39611
3,proposed,4,plugin_cond_risk,9.27296
3,proposed,5,plugin_cond_risk,11.0994
3,proposed,6,plugin_cond_risk,8.0302
3,proposed,0,crc_calib_bound,9.92752
3,proposed,1,crc_calib_bound,9.95409
3,proposed,2,crc_calib_bound,9.94601
3,proposed,3,crc_calib_bound,9.96093
3,proposed,4,crc_calib_bound,9.89858
3,proposed,5,crc_calib_bound,9.83939
3,proposed,6,crc_calib_bound,9.89486
3,proposed,0,crc_eval_joint_risk,6.28718
3,proposed,1,crc_eval_joint_risk,6.04631
3,proposed,2,crc_eval_joint_risk,6.43163
3,proposed,3,crc_eval_joint_risk,6.94341
3,proposed,4,crc_eval_joint_risk,6.53381
3,proposed,5,crc_eval_joint_risk,7.08679
3,proposed,6,crc_eval_joint_risk,6.77147
3,proposed,0,crc_coverage,73.6547
3,proposed,1,crc_coverage,69.3099
3,proposed,2,crc_coverage,63.404
3,proposed,3,crc_coverage,61.3244
3,proposed,4,crc_coverage,52.2965
3,proposed,5,crc_coverage,39.4104
3,proposed,6,crc_coverage,31.8169
3,proposed,0,crc_sel_risk,8.53602
3,proposed,1,crc_sel_risk,8.72359
3,proposed,2,crc_sel_risk,10.1439
3,proposed,3,crc_sel_risk,11.3224
3,proposed,4,crc_sel_risk,12.4938
3,proposed,5,crc_sel_risk,17.982
3,proposed,6,crc_sel_risk,21.2826
3,proposed,0,crc_feasible,1
3,proposed,1,crc_feasible,1
3,proposed,2,crc_feasible,1
3,proposed,3,crc_feasible,1
3,proposed,4,crc_feasible,1
3,proposed,5,crc_feasible,1
3,proposed,6,crc_feasible,1
3,proposed,0,crc_units,27
3,proposed,1,crc_units,27
3,proposed,2,crc_units,27
3,proposed,3,crc_units,27
3,proposed,4,crc_units,27
3,proposed,5,crc_units,27
3,proposed,6,crc_units,27
3,proposed,0,crc_positive_coverage,1
3,proposed,1,crc_positive_coverage,1
3,proposed,2,crc_positive_coverage,1
3,proposed,3,crc_positive_coverage,1
3,proposed,4,crc_positive_coverage,1
3,proposed,5,crc_positive_coverage,1
3,proposed,6,crc_positive_coverage,1
3,proposed,0,crcmask_calib_bound,nan
3,proposed,1,crcmask_calib_bound,9.96447
3,proposed,2,crcmask_calib_bound,9.95953
3,proposed,3,crcmask_calib_bound,9.98421
3,proposed,4,crcmask_calib_bound,9.93979
3,proposed,5,crcmask_calib_bound,9.962
3,proposed,6,crcmask_calib_bound,9.92745
3,proposed,0,crcmask_eval_joint_risk,nan
3,proposed,1,crcmask_eval_joint_risk,7.55617
3,proposed,2,crcmask_eval_joint_risk,7.85886
3,proposed,3,crcmask_eval_joint_risk,8.98233
3,proposed,4,crcmask_eval_joint_risk,8.52694
3,proposed,5,crcmask_eval_joint_risk,8.98778
3,proposed,6,crcmask_eval_joint_risk,8.96051
3,proposed,0,crcmask_coverage,nan
3,proposed,1,crcmask_coverage,74.7328
3,proposed,2,crcmask_coverage,69.0827
3,proposed,3,crcmask_coverage,63.8498
3,proposed,4,crcmask_coverage,54.0412
3,proposed,5,crcmask_coverage,42.7083
3,proposed,6,crcmask_coverage,34.724
3,proposed,0,crcmask_sel_risk,nan
3,proposed,1,crcmask_sel_risk,10.1109
3,proposed,2,crcmask_sel_risk,11.376
3,proposed,3,crcmask_sel_risk,14.0679
3,proposed,4,crcmask_sel_risk,15.7786
3,proposed,5,crcmask_sel_risk,21.0446
3,proposed,6,crcmask_sel_risk,25.8049
3,proposed,0,crcmask_feasible,nan
3,proposed,1,crcmask_feasible,1
3,proposed,2,crcmask_feasible,1
3,proposed,3,crcmask_feasible,1
3,proposed,4,crcmask_feasible,1
3,proposed,5,crcmask_feasible,1
3,proposed,6,crcmask_feasible,1
3,proposed,0,crcmask_units,nan
3,proposed,1,crcmask_units,32
3,proposed,2,crcmask_units,32
3,proposed,3,crcmask_units,32
3,proposed,4,crcmask_units,32
3,proposed,5,crcmask_units,32
3,proposed,6,crcmask_units,32
3,proposed,0,crcmask_alpha_floor,nan
3,proposed,1,crcmask_alpha_floor,3.0303
3,proposed,2,crcmask_alpha_floor,3.0303
3,proposed,3,crcmask_alpha_floor,3.0303
3,proposed,4,crcmask_alpha_floor,3.0303
3,proposed,5,crcmask_alpha_floor,3.0303
3,proposed,6,crcmask_alpha_floor,3.0303
3,proposed,0,crcmask_positive_coverage,nan
3,proposed,1,crcmask_positive_coverage,1
3,proposed,2,crcmask_positive_coverage,1
3,proposed,3,crcmask_positive_coverage,1
3,proposed,4,crcmask_positive_coverage,1
3,proposed,5,crcmask_positive_coverage,1
3,proposed,6,crcmask_positive_coverage,1
3,proposed,0,temperature,1.25658
3,proposed,1,temperature,1.29623
3,proposed,2,temperature,1.32913
3,proposed,3,temperature,1.42098
3,proposed,4,temperature,1.52247
3,proposed,5,temperature,1.71403
3,proposed,6,temperature,1.93943
3,proposed,0,plugin_neff,58
3,proposed,1,plugin_neff,58
3,proposed,2,plugin_neff,61
3,proposed,3,plugin_neff,62
3,proposed,4,plugin_neff,57
3,proposed,5,plugin_neff,58
3,proposed,6,plugin_neff,31
3,proposed,0,plugin_icc,0.354594
3,proposed,1,plugin_icc,0.353427
3,proposed,2,plugin_icc,0.325017
3,proposed,3,plugin_icc,0.299653
3,proposed,4,plugin_icc,0.280632
3,proposed,5,plugin_icc,0.178945
3,proposed,6,plugin_icc,0.203377
3,proposed,0,plugin_eff_target,6.07163
3,proposed,1,plugin_eff_target,6.0748
3,proposed,2,plugin_eff_target,6.15341
3,proposed,3,plugin_eff_target,6.19765
3,proposed,4,plugin_eff_target,6.01822
3,proposed,5,plugin_eff_target,6.07451
3,proposed,6,plugin_eff_target,4.61715
3,proposed,0,plugin_positive_coverage,1
3,proposed,1,plugin_positive_coverage,1
3,proposed,2,plugin_positive_coverage,1
3,proposed,3,plugin_positive_coverage,1
3,proposed,4,plugin_positive_coverage,1
3,proposed,5,plugin_positive_coverage,1
3,proposed,6,plugin_positive_coverage,1
3,proposed,0,plugin_degenerate,0
3,proposed,1,plugin_degenerate,0
3,proposed,2,plugin_degenerate,0
3,proposed,3,plugin_degenerate,0
3,proposed,4,plugin_degenerate,0
3,proposed,5,plugin_degenerate,0
3,proposed,6,plugin_degenerate,0
3,proposed,0,mask_acc_worst,83.1588
3,proposed,1,mask_acc_worst,76.9634
3,proposed,2,mask_acc_worst,67.0157
3,proposed,3,mask_acc_worst,69.0227
3,proposed,4,mask_acc_worst,57.3298
3,proposed,5,mask_acc_worst,30.541
3,proposed,6,mask_acc_worst,28.4468
3,proposed,0,mask_acc_median,83.1588
3,proposed,1,mask_acc_median,82.2862
3,proposed,2,mask_acc_median,78.534
3,proposed,3,mask_acc_median,75.6981
3,proposed,4,mask_acc_median,71.4223
3,proposed,5,mask_acc_median,63.5253
3,proposed,6,mask_acc_median,52.7051
3,proposed,0,mask_acc_p05,83.1588
3,proposed,1,mask_acc_p05,78.2112
3,proposed,2,mask_acc_p05,73.3508
3,proposed,3,mask_acc_p05,69.5332
